               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.026431,             0.01586,           0.0012737,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.005545,            0.005545,            0.005545
                  29,            0.026644,            0.015309,           0.0012364,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00538,             0.00538,             0.00538
                  30,            0.026143,            0.014502,           0.0015214,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.005215,            0.005215,            0.005215
                  31,            0.026271,            0.015763,           0.0012118,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00505,             0.00505,             0.00505
                  32,            0.026028,            0.015576,          0.00092713,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.004885,            0.004885,            0.004885
                  33,            0.025416,            0.015345,          0.00084359,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00472,             0.00472,             0.00472
                  34,            0.025385,            0.015461,          0.00097103,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.004555,            0.004555,            0.004555
                  35,            0.023964,            0.015454,          0.00085154,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00439,             0.00439,             0.00439
                  36,            0.024446,            0.014756,          0.00083288,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.004225,            0.004225,            0.004225
                  37,            0.023986,            0.013752,          0.00083714,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00406,             0.00406,             0.00406
                  38,            0.023542,            0.015662,          0.00084712,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003895,            0.003895,            0.003895
                  39,            0.024363,            0.015498,          0.00071385,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00373,             0.00373,             0.00373
                  40,            0.023515,            0.014337,          0.00085693,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003565,            0.003565,            0.003565
                  41,            0.023736,            0.014421,          0.00092311,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,              0.0034,              0.0034,              0.0034
                  42,            0.022044,            0.014032,          0.00098192,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.003235,            0.003235,            0.003235
                  43,            0.021892,            0.014553,          0.00070766,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00307,             0.00307,             0.00307
                  44,            0.021721,            0.014963,           0.0007166,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002905,            0.002905,            0.002905
                  45,            0.021268,            0.015101,          0.00059587,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00274,             0.00274,             0.00274
                  46,            0.021255,             0.01393,          0.00059598,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002575,            0.002575,            0.002575
                  47,            0.021055,            0.014218,          0.00056628,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00241,             0.00241,             0.00241
                  48,            0.020014,            0.013269,          0.00082647,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.002245,            0.002245,            0.002245
                  49,             0.02049,            0.013559,           0.0006268,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00208,             0.00208,             0.00208
                  50,             0.02045,            0.013071,          0.00046656,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001915,            0.001915,            0.001915
                  51,            0.019511,            0.015025,          0.00066469,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00175,             0.00175,             0.00175
                  52,            0.018945,            0.013447,          0.00051673,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001585,            0.001585,            0.001585
                  53,            0.019417,            0.013531,          0.00059981,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00142,             0.00142,             0.00142
                  54,            0.018377,            0.013861,          0.00037511,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.001255,            0.001255,            0.001255
                  55,            0.018827,            0.014264,           0.0004273,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00109,             0.00109,             0.00109
                  56,            0.018851,            0.013237,          0.00028029,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000925,            0.000925,            0.000925
                  57,            0.019157,            0.014826,          0.00039793,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00076,             0.00076,             0.00076
                  58,            0.018261,            0.013722,          0.00042704,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,            0.000595,            0.000595,            0.000595
                  59,            0.018314,            0.013926,          0.00055818,                   0,                   0,                   0,                   0,                 nan,                 nan,                 nan,             0.00043,             0.00043,             0.00043
