               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.017083,           0.0098052,          0.00085823,             0.91425,             0.95206,             0.93958,             0.79917,            0.015498,           0.0067288,          0.00045708,            0.003895,            0.003895,            0.003895
                  39,            0.016984,            0.010172,          0.00077417,             0.91781,             0.94904,              0.9414,             0.80595,            0.014978,           0.0063972,          0.00043372,             0.00373,             0.00373,             0.00373
                  40,            0.016588,           0.0095041,          0.00074878,             0.90994,             0.95138,             0.94085,             0.80328,            0.014697,           0.0063473,          0.00039318,            0.003565,            0.003565,            0.003565
                  41,            0.016531,           0.0096015,          0.00066593,             0.92156,             0.94911,             0.94087,             0.78691,            0.014828,           0.0065126,          0.00044659,              0.0034,              0.0034,              0.0034
                  42,            0.016025,            0.010215,          0.00055964,             0.90694,             0.95325,             0.94072,             0.81511,            0.013981,           0.0065371,           0.0004127,            0.003235,            0.003235,            0.003235
                  43,            0.015616,           0.0095262,          0.00075231,             0.90952,             0.95334,             0.93619,             0.81047,            0.014614,           0.0064659,          0.00036618,             0.00307,             0.00307,             0.00307
                  44,            0.015074,           0.0093886,          0.00054432,             0.91489,             0.94078,             0.93904,             0.80468,            0.013843,           0.0065683,          0.00035593,            0.002905,            0.002905,            0.002905
                  45,            0.014873,           0.0092762,          0.00054145,             0.92131,             0.93747,             0.93939,             0.80436,             0.01361,           0.0064459,          0.00032612,             0.00274,             0.00274,             0.00274
                  46,            0.014705,           0.0094169,          0.00071976,             0.91155,             0.92303,             0.93856,             0.81802,            0.013392,           0.0063845,          0.00044594,            0.002575,            0.002575,            0.002575
                  47,            0.013998,           0.0093811,          0.00052552,             0.91033,             0.93971,             0.93717,              0.8041,            0.013328,            0.006499,          0.00033261,             0.00241,             0.00241,             0.00241
                  48,            0.014314,           0.0092297,          0.00070634,             0.92004,             0.91909,             0.93796,             0.81599,            0.013111,           0.0064433,          0.00027615,            0.002245,            0.002245,            0.002245
                  49,            0.014128,           0.0094061,          0.00047067,             0.91232,             0.93208,              0.9368,             0.81359,            0.013188,           0.0067507,          0.00023908,             0.00208,             0.00208,             0.00208
                  50,            0.013686,             0.00914,          0.00047135,             0.90131,             0.95763,             0.93823,             0.81296,            0.013578,           0.0067863,          0.00022782,            0.001915,            0.001915,            0.001915
                  51,             0.01338,           0.0093845,          0.00048979,             0.91464,             0.93476,             0.93722,              0.8112,            0.013477,           0.0066284,          0.00021002,             0.00175,             0.00175,             0.00175
                  52,            0.012882,           0.0088437,          0.00033611,             0.92063,             0.94063,             0.93303,             0.81385,            0.013196,           0.0064332,          0.00020977,            0.001585,            0.001585,            0.001585
                  53,            0.013118,            0.008909,          0.00040349,             0.91414,             0.93338,             0.93344,             0.81011,            0.013253,           0.0064573,          0.00021609,             0.00142,             0.00142,             0.00142
                  54,            0.013169,           0.0091975,          0.00030984,             0.90974,             0.95138,             0.93612,             0.80635,            0.013283,           0.0066271,          0.00018845,            0.001255,            0.001255,            0.001255
                  55,            0.012919,           0.0091856,          0.00031164,             0.91021,             0.95138,             0.93929,             0.81502,            0.012698,           0.0064023,          0.00017114,             0.00109,             0.00109,             0.00109
                  56,            0.012712,           0.0089628,          0.00030212,             0.90369,             0.94078,             0.94074,             0.81941,            0.012825,           0.0064379,          0.00014835,            0.000925,            0.000925,            0.000925
                  57,            0.012487,           0.0087408,          0.00030052,             0.90587,             0.95971,             0.94157,             0.81981,            0.012833,           0.0063928,          0.00015579,             0.00076,             0.00076,             0.00076
                  58,            0.012971,           0.0089853,            0.000259,             0.90729,             0.95052,              0.9424,              0.8219,            0.012693,           0.0064211,          0.00014258,            0.000595,            0.000595,            0.000595
                  59,            0.012429,            0.008644,          0.00041487,             0.91169,             0.95325,             0.94275,             0.82227,            0.012728,           0.0064166,          0.00013457,             0.00043,             0.00043,             0.00043
